BIBLIOTECA_ID,Tipo,Indirizzo,CAP,COMUNE,PROVINCIA,Telefono,Fax,Mail,Web,Generale_Storica,Informativa_Divulgativa,Specializzata,CENTROCAT,Edificio_Monumentale,Secolo_Costruzione,Denominazione_Edificio,Centro_Storico,Periferia,Frazione,Superficie_Adibita_Al_Pubblico,Superficie_Totale,Posti_Lettura,Nome_Sistema,Lun_Apertura_Mattina,Lun_Chiusura_Mattina,Lun_Apertura_Pomeriggio,Lun_Chiusura_Pomeriggio,Lun_Apertura_Sera,Lun_Chiusura_Sera,Mar_Apertura_Mattina,Mar_Chiusura_Mattina,Mar_Apertura_Pomeriggio,Mar_Chiusura_Pomeriggio,Mar_Apertura_Sera,Mar_Chiusura_Sera,Mer_Apertura_Mattina,Mer_Chiusura_Mattina,Mer_Apertura_Pomeriggio,Mer_Chiusura_Pomeriggio,Mer_Apertura_Sera,Mer_Chiusura_Sera,Gio_Apertura_Mattina,Gio_Chiusura_Mattina,Gio_Apertura_Pomeriggio,Gio_Chiusura_Pomeriggio,Gio_Apertura_Sera,Gio_Chiusura_Sera,Ven_Apertura_Mattina,Ven_Chiusura_Mattina,Ven_Apertura_Pomeriggio,Ven_Chiusura_Pomeriggio,Ven_Apertura_Sera,Ven_Chiusura_Sera,Sab_Apertura_Mattina,Sab_Chiusura_Mattina,Sab_Apertura_Pomeriggio,Sab_Chiusura_Pomeriggio,Sab_Apertura_Sera,Sab_Chiusura_Sera,Dom_Apertura_Mattina,Dom_Chiusura_Mattina,Dom_Apertura_Pomeriggio,Dom_Chiusura_Pomeriggio,Dom_Apertura_Sera,Dom_Chiusura_Sera,Direttore_Responsabile,Personale_Tempo_Pieno,Personale_Tempo_Parziale,Personale_Contratto_A_Termine,Obiettori_Di_Coscienza,Volontari,Fondo_Moderno,Fondo_Ragazzi,Fondo_Antico,Incunaboli,Cinquecentine,Musicali_1,Stampati_Totali,Manoscritti_Totale,Codici,Codici_Antichi_XVI_Sec,Pergamene,Carteggi,Autografi,Musicali,Cessati,Correnti,Periodici_Totale,Dischi_CD,Audiocassette,Nastri_Magnetici,VHS_Videonastri,DVD,Diapositive,Microfilm,Filmine,Microfiches,CDROM,Altre_Risorse_Elettroniche,Materiale_Audio_Video,Stampe_Incisioni,Disegni,Fotografie,Carte_Geografiche_Mappe,Manifesti,Materiali_Grafici_Totale
200814043001,Biblioteca Comunale,"piazza Don Albino Del Curto, 3",23020,Mese,SO,,,,,0,1,0,0,0,0,,1,0,0,35,35,12,Valchiavenna,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,1593,1063,0,0,0,0,1593,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0
200814044001,Biblioteca Comunale,"via Piazza, 19",23020,Montagna in Valtellina,SO,0342380583,,biblioteca@comune.montagnainvaltellina.so.it,,0,1,0,0,1,18,ex colonia,1,0,0,123,141,30,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,10:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,10:30,12:30,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Bartolini Michele,0,1,0,0,0,7210,2192,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,177,0,0,350,225,0,0,0,0,6,0,758,0,0,0,0,0,0
200814045001,Biblioteca Comunale Ezio Vanoni,"via Cortivacci, 4",23017,Morbegno,SO,0342610323,0342611944,biblioteca.morbegno@provincia.so.it,,0,1,0,0,1,20,,1,0,0,350,584,77,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,08:30,12:00,14:00,18:00,00:00,00:00,08:30,12:00,14:00,18:00,00:00,00:00,08:30,12:00,14:00,18:00,00:00,00:00,08:30,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Benini Alberto,3,0,0,1,1,53311,5676,672,0,40,0,54023,2,1,0,0,1,0,0,0,65,65,836,29,0,400,476,300,0,0,0,40,0,2081,0,0,0,0,0,0
200814046001,Biblioteca Comunale,piazza Europa,23025,Novate Mezzola,SO,,,,,0,1,0,0,0,0,,1,0,0,50,50,20,Valchiavenna,08:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,02:00,06:00,00:00,00:00,00:00,00:00,02:00,06:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,4290,1872,0,0,0,0,4290,0,0,0,0,0,0,0,0,3,3,10,0,0,17,0,0,0,0,0,0,0,27,0,0,0,0,0,0
200814049001,Biblioteca Comunale,"via Ragazzi del '99, 1",23020,Piateda,SO,0342371019,0342371019,biblioteca.civica@omune.piateda.it,http://www.comune.piateda.so.it,0,1,0,0,0,0,,1,0,0,100,100,20,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,3860,946,0,0,0,0,3860,0,0,0,0,0,0,0,0,0,0,2,0,0,5,40,0,0,0,0,3,0,50,0,0,0,0,0,0
200814051001,Biblioteca Comunale,"via Masoni, 22",23020,Poggiridenti,SO,0342564200,,biblioteca@comune.poggiridenti.so.it,www.comune.poggiridenti.so.it,0,1,0,0,0,0,,0,0,1,180,180,16,,00:00,00:00,14:30,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,8000,1500,1500,0,0,0,9500,0,0,0,0,0,0,0,20,0,20,1200,80,0,1500,5,100,0,0,0,15,0,2900,0,0,30,0,30,60
200814052001,Biblioteca Comunale,"piazza Libero della Briotta, 1",23026,Ponte in Valtellina,SO,0342489017,,biblioteca@comune.ponteinvaltellina.so.it,,0,1,0,0,1,16,convento dei gesuiti,1,0,0,152,152,30,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Bartolini Michele,0,1,0,0,0,5484,2214,0,0,0,0,5484,0,0,0,0,0,0,0,0,0,0,100,0,0,120,105,0,0,0,0,0,0,325,0,0,0,0,0,0
200814054001,Biblioteca Comunale,"via Spluga, 112",23020,Prata Camportaccio,SO,,,,,0,1,0,0,0,0,,0,0,1,40,40,12,Valchiavenna,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,03:00,06:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,2592,1354,0,0,0,0,2592,0,0,0,0,0,0,0,0,3,3,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0
200814057001,Biblioteca Comunale,via Prona - frazione San Pietro,23027,Samolaco,SO,,,,,0,1,0,0,0,0,,0,0,1,120,120,36,Valchiavenna,09:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,5145,2757,0,0,0,0,5145,0,0,0,0,0,0,0,0,5,5,0,0,0,33,0,0,0,0,0,0,0,33,0,0,0,0,0,0
200814060001,Biblioteca Comunale,"via Vanoni, 32",23035,Sondalo,SO,0342809070,,bibliosondalo@comune.sondalo.so.it,,0,1,0,0,0,0,,0,0,0,80,80,18,Alta Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,10:00,12:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,12955,4314,0,0,0,0,12955,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0
200814061001,Biblioteca Civica Pio Rajna,"via IV novembre, 20",23100,Sondrio,SO,0342526273,0342526264,biblioteca@comune.sondrio.it,http://www.comune.sondrio.it/on-line/Home/Biblioteca.html,1,0,0,0,1,20,Villa Quadrio,1,0,0,1105,1705,160,Valtellina,00:00,00:00,14:00,19:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Stiglitz Adriano,7,0,0,0,0,97330,6617,34335,13,600,0,132278,2831,21,6,750,60,2000,0,383,143,526,767,125,0,151,293,0,423,0,0,69,0,1828,0,0,0,0,0,0
200814061002,Centro di Catalogazione provinciale,"corso XXV Aprile, 22",23100,Sondrio,SO,0342531316,0342531327,gloria.busi@provincia.so.it,http://biblioteche.provincia.so.it,0,0,0,1,1,20,palazzo del Governo,1,0,0,0,0,0,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Busi Gloria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814063001,Biblioteca Comunale,"via Valenti, 8",23018,Talamona,SO,0342 670367,0342670367,biblioteca.talamona@provincia.so.it,www. comune.talamona.so.it,0,1,0,0,0,0,,1,0,0,110,163,25,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,17:30,00:00,00:00,08:30,12:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,17:30,00:00,00:00,00:00,00:00,14:00,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,1,0,0,1,4665,1705,0,0,0,0,4665,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
200814065001,Biblioteca Comunale Elisa Branchi,piazza S.Eufemia 7,23036,Teglio,SO,0342783007,0342783007,bteglio@provincia.so.it,,0,1,0,0,0,0,,1,0,0,74,74,4,Valtellina,09:00,12:00,00:00,00:00,00:00,00:00,09:00,12:00,02:30,05:30,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,14969,0,0,0,0,0,14969,1,0,0,1,0,0,0,9,5,14,0,0,0,124,22,0,0,0,0,45,0,191,0,0,0,0,0,0
200814066001,Biblioteca Civica Paolo e Paola Maria Arcari,"piazza Pievani, 1",23037,Tirano,SO,0342702572,,biblioteca@comune.tirano.so.it,,0,1,0,0,1,17,,1,0,0,296,584,30,Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,09:00,12:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Fasolo Vania,2,1,0,0,1,64935,7644,1417,0,27,0,66379,4,3,0,0,0,1,0,351,60,411,352,0,0,537,799,0,0,0,0,17,0,1705,0,0,0,0,0,0
200814070001,Biblioteca Comunale,"piazza SS. Pietro e Paolo, 1",23020,Tresivio,SO,,,sindaco@comune.tresivio.so.it,www.comune.tresivio.so.it,0,1,0,0,1,16,palazzo Beccaria Guicciardi,1,0,0,67,105,20,Valtellina,00:00,00:00,14:00,17:00,00:00,00:00,00:00,00:00,14:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,7368,1595,0,0,0,0,7368,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200814071001,Biblioteca Comunale,"piazza  4 novembre, 1",23038,Valdidentro,SO,0342986114,,bibliovaldidentro@comune.valdidentro.so.it,,0,1,0,0,0,0,,1,0,0,175,215,28,Alta Valtellina,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,09:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,09:30,12:30,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,1,0,0,0,1,17626,4758,1,0,0,0,17627,0,0,0,0,0,0,0,1,23,24,0,0,0,0,0,0,0,0,0,0,0,1394,0,0,0,0,0,0
200814072001,Biblioteca Comunale,"via Roma, 172",23030,Valdisotto,SO,0342951134,,bibliovaldisotto@comune.valdisotto.so.it,,0,1,0,0,0,0,,0,0,1,134,153,35,Alta Valtellina,00:00,00:00,14:00,19:00,00:00,00:00,09:00,12:30,14:00,19:00,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,19:00,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,14811,5525,0,0,0,0,14811,0,0,0,0,0,0,0,2,8,10,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0
200814073001,Biblioteca Comunale,"via S. Antonio, 5/a",23030,Valfurva,SO,0342946161,,bibliovalfurva@comune.valfurva.so.it,,0,1,0,0,0,0,,0,0,1,200,220,20,Alta Valtellina,00:00,00:00,14:00,18:30,00:00,00:00,09:00,12:30,14:00,18:30,00:00,00:00,00:00,00:00,14:00,18:30,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Bertolina Paola,1,0,0,0,1,17509,6770,8,0,0,0,17517,0,0,0,0,0,0,0,1,16,17,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0
200814075001,Biblioteca Comunale,piazza Europa,23020,Verceia,SO,,,,,0,1,0,0,0,0,,1,0,0,40,40,12,Valchiavenna,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,10:30,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,2647,1483,0,0,0,0,2647,0,0,0,0,0,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0
200814077001,Biblioteca Comunale,via Bertacchi,23029,Villa di Chiavenna,SO,,,,,0,1,0,0,0,0,,1,0,0,90,90,16,Valchiavenna,09:00,12:00,02:00,06:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,02:00,06:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,02:00,04:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,1,0,0,0,3165,1478,0,0,0,0,3165,0,0,0,0,0,0,0,0,4,4,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0
200814078001,Biblioteca Comunale,"piazza Torelli, 8",23030,Villa di Tirano,SO,0342795558,,biblio.villa@virgilio.it,,0,1,0,0,0,0,,1,0,0,90,90,20,Valtellina,00:00,00:00,02:30,05:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,02:30,05:30,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,0,12055,0,0,0,0,0,12055,0,0,0,0,0,0,0,0,6,6,12,4,0,81,5,0,0,0,0,21,0,123,0,0,0,0,0,0
200815002001,Biblioteca Comunale,piazza Castello,20081,Abbiategrasso,MI,0294692454,0294692459,biblioteca@comune.abbiategrasso.mi.it,www.fondazioneperleggere.it,0,1,0,0,1,15,Castello Visconteo,1,0,0,1000,1200,120,Fondazione per Leggere,09:00,12:00,14:00,19:00,00:00,00:00,09:00,12:00,14:00,19:00,00:00,00:00,00:00,00:00,14:00,19:00,00:00,00:00,09:00,12:00,14:00,19:00,00:00,00:00,09:00,12:00,14:00,19:00,00:00,00:00,00:00,00:00,14:00,19:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Giuseppina Scarioni,7,1,0,0,1,50948,15977,0,0,0,0,50948,0,0,0,0,0,0,0,5,28,33,0,0,0,192,280,0,0,0,0,0,0,472,0,0,0,0,0,0
200815003001,Biblioteca Comunale Enzo Biagi,"via Gian Matteo Ferrario, 51",20041,Agrate Brianza,MB,039650713,0396091158,bibagrate@sbv.mi.it,www.sbv.mi.it/agrate/biblioteca,0,1,0,0,1,18,corti rustiche di villa corneliani,1,0,0,1029,1228,149,Vimercatese,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:45,00:00,00:00,10:00,12:00,14:30,18:45,00:00,00:00,00:00,00:00,14:30,18:45,00:00,00:00,10:00,12:00,14:30,18:45,00:00,00:00,00:00,00:00,14:30,18:45,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Marchesini Mariarita,3,2,2,0,0,45514,10410,0,0,0,0,45514,0,0,0,0,0,0,0,22,104,126,254,0,0,843,767,0,0,0,0,273,0,2137,0,0,0,0,0,0
200815004001,Biblioteca Comunale,"via Croce,5",20040,Aicurzio,MB,0396093015,0396093045,bibaicurzio@sbv.mi.it,www.sbv.mi.it/aicurzio/biblioteca,0,1,0,0,0,0,,1,0,0,170,201,30,Vimercatese,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,,0,1,0,0,1,9100,3508,0,0,0,0,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,1,0,18,0,0,0,0,0,0
200815005001,Biblioteca Comunale,"via C. Battisti, 8",20080,Albairate,MI,029406874,029406874,biblioteca@comune.albairate.mi.it,www.fondazioneperleggere.it,0,1,0,0,0,0,,1,0,0,300,300,75,Fondazione per Leggere,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,09:00,11:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,20:30,22:30,00:00,00:00,15:00,19:00,00:00,00:00,00:00,00:00,14:30,19:00,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,6620,2124,0,0,0,0,6620,0,0,0,0,0,0,0,0,8,8,0,0,0,13,147,0,0,0,0,0,0,160,0,0,0,0,0,0
200815006001,Biblioteca Comunale,"via Dante Alighieri, 15/A",20042,Albiate,MB,0362932442,,albiate@brianzabiblioteche.it,www.brianzabiblioteche.it,0,1,0,0,0,0,,0,1,0,220,243,40,Brianza Biblioteche,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:00,00:00,00:00,00:00,00:00,14:30,18:00,00:00,00:00,00:00,00:00,14:30,18:00,00:00,00:00,00:00,00:00,14:30,18:00,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Mazzuchetti Stefania,0,1,0,0,0,14314,5457,0,0,0,0,14314,0,0,0,0,0,0,0,0,16,16,0,0,0,0,6,0,0,0,0,5,0,11,0,0,0,0,0,0
200815007001,Biblioteca Comunale,"via Roma, 42",20020,Arconate,MI,0331461143,0331461861,biblioteca@arconate.org,www.fondazioneperleggere.it,0,1,0,0,1,17,Palazzo Taverna,1,0,0,600,680,60,Fondazione per Leggere,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,19:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,10:00,12:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Clivio Maria Emma,1,1,0,0,1,16972,3844,0,0,0,0,16972,0,0,0,0,0,0,0,0,23,23,495,6,0,1486,358,0,0,0,0,78,0,2423,0,0,0,0,0,0
200815008001,Biblioteca Comunale,"via Gorizia, 20",20043,Arcore,MB,039616158,0396015106,bibarcore@sbv.mi.it,www.sbv.mi.it/arcore/biblioteca,0,1,0,0,0,0,,1,0,0,541,925,70,Vimercatese,00:00,00:00,14:30,19:00,00:00,00:00,00:00,00:00,14:30,19:00,00:00,00:00,09:00,12:00,14:30,19:00,00:00,00:00,00:00,00:00,14:30,19:00,00:00,00:00,09:00,12:00,14:30,19:00,00:00,00:00,09:00,12:00,14:30,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Ragaini Valentina,3,2,1,2,0,43149,12665,0,0,0,0,43149,0,0,0,0,0,0,0,0,88,88,2742,8,0,704,1243,0,0,0,0,169,0,4866,0,0,0,0,0,0
200815009001,Biblioteca Comunale,"via dei Platani, 6",20020,Arese,MI,029385131,0293589336,biblioteca.arese@csbno.net,www.csbno.net,0,1,0,0,0,0,,1,0,0,350,430,150,Consorzio Nord Ovest Milanese,00:00,00:00,14:00,19:00,19:00,19:15,09:00,13:00,13:00,19:00,19:00,19:15,09:00,13:00,13:00,19:00,19:00,19:15,09:00,13:00,13:00,19:00,19:00,19:15,09:00,13:00,13:00,19:00,19:00,19:15,09:00,13:15,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Cislaghi Maria Grazia,6,0,0,4,1,33121,9382,0,0,0,0,33121,0,0,0,0,0,0,0,0,21,21,794,0,0,508,3312,0,0,0,0,673,0,5287,0,0,0,0,0,0
200815010001,Biblioteca Comunale,via Villoresi 20,20010,Arluno,MI,02903992316,02903992323,biblioteca@comune.arluno.mi.it,www.fondazioneperleggere.it,0,1,0,0,0,0,,1,0,0,130,200,20,Fondazione per Leggere,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Zocca Cristina,1,2,0,0,1,21805,4810,0,0,0,0,21805,0,0,0,0,0,0,0,4,20,24,116,0,0,700,196,0,0,0,0,32,0,1044,0,0,0,0,0,0
200815011001,Biblioteca Comunale,"via dei Caduti, 3",20090,Assago,MI,024880006,,biblioteca@comune.assago.mi.it,www.fondazioneperleggere.it,0,1,0,0,0,0,,1,0,0,339,339,70,Fondazione per Leggere,09:30,12:30,14:30,19:30,00:00,00:00,09:30,12:30,14:30,19:30,00:00,00:00,09:30,12:30,14:30,19:30,00:00,00:00,09:30,12:30,14:30,19:30,00:00,00:00,09:30,12:30,14:30,19:30,00:00,00:00,09:30,12:30,15:00,19:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Pizzarelli Massimo,1,0,0,0,0,20991,4611,0,0,0,0,20991,0,0,0,0,0,0,0,0,18,18,143,0,0,422,190,0,0,0,0,8,0,763,0,0,0,0,0,0
200815012001,Biblioteca Comunale,"via Marietti, 2",20010,Bareggio,MI,0290258221,0290360739,servizi.culturali@comune.bareggio.mi.it,www.fondazioneperleggere.it,0,1,0,0,0,0,,1,0,0,300,300,30,Fondazione per Leggere,09:00,12:00,14:30,18:30,00:00,00:00,09:00,12:00,14:30,18:30,00:00,00:00,09:00,12:00,14:30,18:30,00:00,00:00,09:00,12:00,14:30,18:30,00:00,00:00,09:00,12:00,14:30,18:30,00:00,00:00,09:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Cassani Mariangela,2,2,1,0,0,26746,7132,0,0,0,0,26746,0,0,0,0,0,0,0,0,19,19,268,0,0,328,877,0,0,0,0,17,0,1490,0,0,0,0,0,0
200815013001,Biblioteca Comunale,"largo Diaz, 5",20030,Barlassina,MB,0362560593,0362560593,barlassina@brianzabiblioteche.it,www.brianzabiblioteche.it,0,1,0,0,0,0,,0,1,0,250,280,30,Brianza Biblioteche,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,17:45,00:00,00:00,00:00,00:00,15:00,17:45,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,00:00,00:00,15:00,17:45,00:00,00:00,00:00,00:00,14:30,17:45,00:00,00:00,10:00,12:30,00:00,00:00,00:00,00:00,Rampoldi Ilaria,0,1,0,1,1,25086,6921,0,0,0,0,25086,0,0,0,0,0,0,0,0,24,24,0,0,0,352,615,0,0,0,0,162,0,1129,0,0,0,0,0,0
